learner_id,concept_id,concept_name,difficulty,days_since_last_review,quiz_accuracy,response_time,attempt_count,retention_label
L030,computer_architecture,Computer Architecture,0.5,19.0,0.0,15.89,2,0.0
L012,discrete_mathematics,Discrete Mathematics,0.55,13.0,0.134,17.22,5,0.019
L017,operating_systems,Operating Systems,0.6,15.0,0.1,15.36,1,0.0
L020,operating_systems,Operating Systems,0.6,14.0,0.274,11.16,3,0.016
L016,probability_and_statistics,Probability & Statistics,0.65,10.0,0.063,15.14,3,0.066
L033,discrete_mathematics,Discrete Mathematics,0.55,9.0,0.254,17.69,5,0.263
L019,computer_architecture,Computer Architecture,0.5,13.0,0.11,13.37,4,0.0
L034,probability_and_statistics,Probability & Statistics,0.65,5.0,0.172,12.42,1,0.175
L014,operating_systems,Operating Systems,0.6,4.0,0.081,19.04,2,0.202
L039,ml_fundamentals,ML Fundamentals,0.5,17.0,0.0,11.27,4,0.08
L017,discrete_mathematics,Discrete Mathematics,0.55,6.0,0.056,11.15,5,0.088
L009,data_structures,Data Structures,0.4,11.0,0.132,20.75,4,0.216
L027,dbms_normalization,DBMS Normalization,0.7,6.0,0.28,14.47,5,0.221
L029,computer_networks,Computer Networks,0.55,7.0,0.153,10.55,5,0.321
L006,algorithm_design,Algorithm Design,0.5,10.0,0.105,5.46,1,0.083
L038,operating_systems,Operating Systems,0.6,12.0,0.0,17.18,1,0.129
L017,computer_architecture,Computer Architecture,0.5,14.0,0.085,8.23,4,0.079
L037,computer_networks,Computer Networks,0.55,20.0,0.0,19.41,5,0.0
L002,algorithm_design,Algorithm Design,0.5,19.0,0.002,14.81,4,0.0
L008,algorithm_design,Algorithm Design,0.5,9.0,0.159,14.22,5,0.133
L035,operating_systems,Operating Systems,0.6,0.0,0.935,17.67,3,1.0
L032,computer_architecture,Computer Architecture,0.5,16.0,0.0,21.08,1,0.0
L025,dbms_normalization,DBMS Normalization,0.7,6.0,0.018,18.69,1,0.0
L036,computer_architecture,Computer Architecture,0.5,12.0,0.0,12.06,3,0.101
L005,ml_fundamentals,ML Fundamentals,0.5,9.0,0.385,18.38,1,0.273
L014,oop_concepts,OOP Concepts,0.35,17.0,0.01,8.46,1,0.0
L010,neural_networks,Neural Networks,0.6,16.0,0.0,8.83,2,0.0
L023,ml_fundamentals,ML Fundamentals,0.5,19.0,0.023,24.08,5,0.081
L010,algorithm_design,Algorithm Design,0.5,5.0,0.189,8.61,2,0.149
L038,neural_networks,Neural Networks,0.6,20.0,0.109,9.05,5,0.001
L009,probability_and_statistics,Probability & Statistics,0.65,20.0,0.048,17.28,4,0.039
L033,ml_fundamentals,ML Fundamentals,0.5,6.0,0.333,15.8,3,0.272
L007,ml_fundamentals,ML Fundamentals,0.5,7.0,0.136,20.11,2,0.332
L037,ml_fundamentals,ML Fundamentals,0.5,3.0,0.561,8.33,5,0.589
L028,algorithm_design,Algorithm Design,0.5,4.0,0.596,8.83,4,0.377
L031,dbms_normalization,DBMS Normalization,0.7,14.0,0.0,18.7,2,0.08
L037,computer_networks,Computer Networks,0.55,17.0,0.161,17.93,4,0.028
L034,computer_architecture,Computer Architecture,0.5,5.0,0.224,16.96,3,0.32
L028,probability_and_statistics,Probability & Statistics,0.65,16.0,0.0,16.49,3,0.0
L036,algorithm_design,Algorithm Design,0.5,11.0,0.302,12.42,2,0.019
L017,software_engineering,Software Engineering,0.4,21.0,0.054,9.12,5,0.033
L006,algorithm_design,Algorithm Design,0.5,10.0,0.229,13.2,3,0.121
L034,ml_fundamentals,ML Fundamentals,0.5,19.0,0.042,8.26,2,0.0
L034,probability_and_statistics,Probability & Statistics,0.65,15.0,0.048,20.52,3,0.058
L010,dbms_normalization,DBMS Normalization,0.7,16.0,0.06,10.34,5,0.0
L038,ml_fundamentals,ML Fundamentals,0.5,7.0,0.312,18.66,2,0.302
L033,neural_networks,Neural Networks,0.6,0.0,1.0,16.42,5,0.919
L025,computer_architecture,Computer Architecture,0.5,20.0,0.0,21.57,5,0.009
L023,neural_networks,Neural Networks,0.6,19.0,0.0,17.06,1,0.0
L002,computer_architecture,Computer Architecture,0.5,10.0,0.217,18.53,1,0.227
L021,computer_networks,Computer Networks,0.55,17.0,0.147,20.35,4,0.095
L022,software_engineering,Software Engineering,0.4,11.0,0.13,16.58,2,0.072
L038,probability_and_statistics,Probability & Statistics,0.65,13.0,0.133,21.42,5,0.038
L035,oop_concepts,OOP Concepts,0.35,7.0,0.349,10.63,5,0.424
L034,oop_concepts,OOP Concepts,0.35,16.0,0.283,10.14,5,0.125
L018,computer_networks,Computer Networks,0.55,12.0,0.103,17.76,1,0.046
L003,computer_networks,Computer Networks,0.55,2.0,0.703,15.7,3,0.775
L035,neural_networks,Neural Networks,0.6,20.0,0.102,22.71,1,0.0
L038,dbms_normalization,DBMS Normalization,0.7,16.0,0.088,9.29,4,0.082
L026,computer_networks,Computer Networks,0.55,18.0,0.0,18.24,5,0.0
L040,dbms_normalization,DBMS Normalization,0.7,7.0,0.0,11.75,5,0.094
L039,data_structures,Data Structures,0.4,20.0,0.169,11.22,1,0.0
L035,neural_networks,Neural Networks,0.6,14.0,0.016,12.85,5,0.071
L039,data_structures,Data Structures,0.4,3.0,0.454,17.0,2,0.572
L004,computer_networks,Computer Networks,0.55,10.0,0.243,19.53,1,0.254
L023,software_engineering,Software Engineering,0.4,6.0,0.394,13.43,4,0.391
L029,discrete_mathematics,Discrete Mathematics,0.55,16.0,0.052,19.69,5,0.0
L005,neural_networks,Neural Networks,0.6,9.0,0.0,17.63,5,0.0
L020,oop_concepts,OOP Concepts,0.35,8.0,0.295,22.85,3,0.208
L022,computer_networks,Computer Networks,0.55,7.0,0.029,12.55,3,0.071
L011,probability_and_statistics,Probability & Statistics,0.65,4.0,0.363,13.17,4,0.366
L027,oop_concepts,OOP Concepts,0.35,5.0,0.522,15.77,1,0.472
L006,computer_architecture,Computer Architecture,0.5,12.0,0.201,17.64,3,0.215
L015,oop_concepts,OOP Concepts,0.35,9.0,0.235,18.52,1,0.293
L035,computer_architecture,Computer Architecture,0.5,9.0,0.0,16.47,3,0.116
L028,computer_architecture,Computer Architecture,0.5,6.0,0.405,10.51,1,0.353
L039,neural_networks,Neural Networks,0.6,7.0,0.093,17.97,4,0.109
L027,computer_architecture,Computer Architecture,0.5,3.0,0.485,18.35,2,0.38
L022,probability_and_statistics,Probability & Statistics,0.65,3.0,0.255,19.52,2,0.318
L023,computer_architecture,Computer Architecture,0.5,3.0,0.481,16.81,1,0.501
L035,software_engineering,Software Engineering,0.4,6.0,0.374,12.69,3,0.376
L029,software_engineering,Software Engineering,0.4,0.0,1.0,16.0,2,1.0
L006,oop_concepts,OOP Concepts,0.35,6.0,0.321,10.33,1,0.478
L039,operating_systems,Operating Systems,0.6,11.0,0.137,13.49,1,0.022
L022,probability_and_statistics,Probability & Statistics,0.65,0.0,1.0,16.67,5,0.922
L009,probability_and_statistics,Probability & Statistics,0.65,0.0,1.0,16.04,2,1.0
L013,oop_concepts,OOP Concepts,0.35,17.0,0.098,16.02,3,0.199
L021,software_engineering,Software Engineering,0.4,1.0,0.848,10.43,2,0.909
L023,software_engineering,Software Engineering,0.4,8.0,0.277,12.9,4,0.327
L012,software_engineering,Software Engineering,0.4,7.0,0.27,11.8,2,0.222
L036,probability_and_statistics,Probability & Statistics,0.65,0.0,0.93,18.33,1,0.996
L037,data_structures,Data Structures,0.4,17.0,0.0,18.85,1,0.071
L012,algorithm_design,Algorithm Design,0.5,5.0,0.272,9.35,5,0.197
L032,algorithm_design,Algorithm Design,0.5,12.0,0.0,18.71,2,0.0
L040,algorithm_design,Algorithm Design,0.5,10.0,0.209,23.06,4,0.201
L015,operating_systems,Operating Systems,0.6,0.0,1.0,13.34,5,0.989
L018,data_structures,Data Structures,0.4,21.0,0.196,9.65,5,0.128
L010,computer_architecture,Computer Architecture,0.5,3.0,0.624,19.67,2,0.554
L039,computer_architecture,Computer Architecture,0.5,11.0,0.13,10.1,3,0.086
L030,probability_and_statistics,Probability & Statistics,0.65,7.0,0.0,12.53,4,0.024
L033,operating_systems,Operating Systems,0.6,19.0,0.0,12.57,4,0.0
L039,discrete_mathematics,Discrete Mathematics,0.55,12.0,0.156,12.0,3,0.224
L034,neural_networks,Neural Networks,0.6,7.0,0.153,13.32,4,0.21
L018,computer_architecture,Computer Architecture,0.5,14.0,0.191,15.51,1,0.072
L019,probability_and_statistics,Probability & Statistics,0.65,6.0,0.172,16.01,3,0.0
L020,operating_systems,Operating Systems,0.6,13.0,0.131,14.75,3,0.113
L016,discrete_mathematics,Discrete Mathematics,0.55,4.0,0.393,13.86,1,0.441
L027,oop_concepts,OOP Concepts,0.35,19.0,0.108,11.41,3,0.011
L019,probability_and_statistics,Probability & Statistics,0.65,21.0,0.051,14.33,2,0.01
L008,neural_networks,Neural Networks,0.6,18.0,0.006,19.64,1,0.052
L016,neural_networks,Neural Networks,0.6,19.0,0.0,18.22,4,0.049
L026,neural_networks,Neural Networks,0.6,18.0,0.002,16.75,1,0.044
L034,discrete_mathematics,Discrete Mathematics,0.55,7.0,0.216,15.49,3,0.292
L003,oop_concepts,OOP Concepts,0.35,16.0,0.075,11.29,2,0.104
L021,computer_architecture,Computer Architecture,0.5,4.0,0.5,18.91,2,0.458
L006,dbms_normalization,DBMS Normalization,0.7,0.0,1.0,19.04,4,1.0
L017,operating_systems,Operating Systems,0.6,6.0,0.042,19.86,2,0.031
L034,oop_concepts,OOP Concepts,0.35,8.0,0.228,17.07,2,0.217
L020,probability_and_statistics,Probability & Statistics,0.65,10.0,0.01,10.53,4,0.066
L002,computer_networks,Computer Networks,0.55,10.0,0.105,15.36,1,0.08
L010,neural_networks,Neural Networks,0.6,14.0,0.0,16.42,4,0.05
L013,discrete_mathematics,Discrete Mathematics,0.55,16.0,0.012,14.39,1,0.014
L004,software_engineering,Software Engineering,0.4,12.0,0.112,13.93,2,0.106
L024,oop_concepts,OOP Concepts,0.35,10.0,0.286,15.93,2,0.211
L009,algorithm_design,Algorithm Design,0.5,15.0,0.153,20.95,2,0.09
L023,data_structures,Data Structures,0.4,3.0,0.559,9.89,2,0.54
L004,neural_networks,Neural Networks,0.6,15.0,0.0,10.91,1,0.006
L040,data_structures,Data Structures,0.4,6.0,0.43,6.46,3,0.435
L018,computer_architecture,Computer Architecture,0.5,14.0,0.005,14.97,2,0.118
L001,algorithm_design,Algorithm Design,0.5,16.0,0.084,14.22,3,0.071
L031,computer_networks,Computer Networks,0.55,17.0,0.0,15.7,4,0.046
L030,neural_networks,Neural Networks,0.6,16.0,0.0,19.02,3,0.04
L032,algorithm_design,Algorithm Design,0.5,10.0,0.404,13.07,3,0.234
L036,dbms_normalization,DBMS Normalization,0.7,10.0,0.121,14.98,1,0.114
L001,operating_systems,Operating Systems,0.6,3.0,0.393,15.08,4,0.483
L037,computer_architecture,Computer Architecture,0.5,13.0,0.0,10.17,1,0.06
L020,software_engineering,Software Engineering,0.4,1.0,0.85,10.14,1,0.715
L001,dbms_normalization,DBMS Normalization,0.7,8.0,0.007,8.99,1,0.087
L006,dbms_normalization,DBMS Normalization,0.7,1.0,0.418,12.24,4,0.508
L010,discrete_mathematics,Discrete Mathematics,0.55,12.0,0.0,18.12,4,0.063
L024,probability_and_statistics,Probability & Statistics,0.65,6.0,0.174,15.33,3,0.189
L039,dbms_normalization,DBMS Normalization,0.7,4.0,0.35,17.81,3,0.256
L038,discrete_mathematics,Discrete Mathematics,0.55,8.0,0.15,22.52,5,0.24
L015,ml_fundamentals,ML Fundamentals,0.5,12.0,0.178,13.0,4,0.212
L004,computer_networks,Computer Networks,0.55,16.0,0.026,15.53,4,0.077
L021,computer_architecture,Computer Architecture,0.5,15.0,0.105,10.59,5,0.015
L023,algorithm_design,Algorithm Design,0.5,7.0,0.351,15.72,1,0.194
L023,neural_networks,Neural Networks,0.6,8.0,0.136,16.47,1,0.096
L001,probability_and_statistics,Probability & Statistics,0.65,4.0,0.269,13.56,3,0.441
L008,operating_systems,Operating Systems,0.6,16.0,0.0,13.77,3,0.011
L001,computer_architecture,Computer Architecture,0.5,7.0,0.26,10.22,2,0.193
L017,probability_and_statistics,Probability & Statistics,0.65,11.0,0.099,14.43,3,0.085
L020,probability_and_statistics,Probability & Statistics,0.65,3.0,0.472,15.52,5,0.518
L033,ml_fundamentals,ML Fundamentals,0.5,1.0,0.941,15.32,4,0.876
L033,probability_and_statistics,Probability & Statistics,0.65,3.0,0.373,18.49,3,0.331
L034,software_engineering,Software Engineering,0.4,6.0,0.377,19.99,4,0.493
L008,computer_networks,Computer Networks,0.55,12.0,0.064,13.81,2,0.0
L004,dbms_normalization,DBMS Normalization,0.7,3.0,0.395,19.45,4,0.402
L037,computer_networks,Computer Networks,0.55,19.0,0.0,9.75,3,0.041
L011,probability_and_statistics,Probability & Statistics,0.65,17.0,0.048,15.04,3,0.0
L008,discrete_mathematics,Discrete Mathematics,0.55,10.0,0.039,20.01,3,0.0
L028,oop_concepts,OOP Concepts,0.35,5.0,0.427,19.71,4,0.347
L035,probability_and_statistics,Probability & Statistics,0.65,0.0,1.0,19.72,1,1.0
L038,dbms_normalization,DBMS Normalization,0.7,13.0,0.02,18.87,3,0.035
L011,software_engineering,Software Engineering,0.4,10.0,0.292,17.56,4,0.145
L018,operating_systems,Operating Systems,0.6,0.0,0.896,9.49,3,0.961
L029,computer_networks,Computer Networks,0.55,16.0,0.0,15.18,4,0.0
L040,computer_networks,Computer Networks,0.55,10.0,0.195,18.76,3,0.236
L017,ml_fundamentals,ML Fundamentals,0.5,16.0,0.034,20.67,3,0.085
L034,data_structures,Data Structures,0.4,16.0,0.135,16.14,1,0.1
L012,probability_and_statistics,Probability & Statistics,0.65,18.0,0.0,15.09,3,0.0
L040,neural_networks,Neural Networks,0.6,19.0,0.029,16.8,5,0.015
L037,dbms_normalization,DBMS Normalization,0.7,17.0,0.039,14.91,2,0.087
L012,oop_concepts,OOP Concepts,0.35,17.0,0.152,7.84,4,0.081
L020,data_structures,Data Structures,0.4,17.0,0.157,19.25,4,0.087
L027,data_structures,Data Structures,0.4,18.0,0.046,13.64,4,0.131
L007,discrete_mathematics,Discrete Mathematics,0.55,1.0,0.796,16.7,2,0.731
L011,computer_architecture,Computer Architecture,0.5,9.0,0.159,22.04,3,0.191
L002,software_engineering,Software Engineering,0.4,13.0,0.14,17.39,1,0.092
L004,discrete_mathematics,Discrete Mathematics,0.55,2.0,0.747,16.12,2,0.602
L012,data_structures,Data Structures,0.4,4.0,0.482,9.75,1,0.309
L001,data_structures,Data Structures,0.4,1.0,0.892,8.38,3,0.751
L016,algorithm_design,Algorithm Design,0.5,11.0,0.166,20.18,4,0.07
L009,computer_architecture,Computer Architecture,0.5,9.0,0.23,19.94,5,0.133
L008,software_engineering,Software Engineering,0.4,8.0,0.458,9.81,4,0.361
L006,computer_networks,Computer Networks,0.55,1.0,0.762,13.77,2,0.956
L023,operating_systems,Operating Systems,0.6,9.0,0.164,13.52,4,0.277
L024,computer_networks,Computer Networks,0.55,19.0,0.0,14.82,2,0.013
L024,software_engineering,Software Engineering,0.4,16.0,0.047,12.4,3,0.002
L004,dbms_normalization,DBMS Normalization,0.7,18.0,0.0,15.56,3,0.095
L016,ml_fundamentals,ML Fundamentals,0.5,3.0,0.591,10.05,3,0.563
L014,dbms_normalization,DBMS Normalization,0.7,6.0,0.16,15.76,5,0.334
L030,oop_concepts,OOP Concepts,0.35,1.0,0.827,20.6,3,0.861
L040,probability_and_statistics,Probability & Statistics,0.65,13.0,0.0,19.02,4,0.0
L006,discrete_mathematics,Discrete Mathematics,0.55,15.0,0.117,17.58,2,0.064
L002,operating_systems,Operating Systems,0.6,0.0,1.0,19.18,3,0.942
L005,oop_concepts,OOP Concepts,0.35,16.0,0.03,12.92,2,0.13
L029,dbms_normalization,DBMS Normalization,0.7,11.0,0.087,22.66,1,0.0
L003,computer_networks,Computer Networks,0.55,2.0,0.715,5.21,2,0.777
L030,oop_concepts,OOP Concepts,0.35,16.0,0.024,5.19,3,0.032
L002,ml_fundamentals,ML Fundamentals,0.5,0.0,1.0,9.6,4,1.0
L038,probability_and_statistics,Probability & Statistics,0.65,15.0,0.0,15.18,2,0.0
L011,operating_systems,Operating Systems,0.6,21.0,0.085,23.14,5,0.0
L014,data_structures,Data Structures,0.4,13.0,0.026,15.69,1,0.129
L006,computer_architecture,Computer Architecture,0.5,17.0,0.026,15.24,4,0.0
L005,ml_fundamentals,ML Fundamentals,0.5,13.0,0.113,6.38,2,0.115
L012,dbms_normalization,DBMS Normalization,0.7,16.0,0.0,12.21,3,0.038
L013,computer_networks,Computer Networks,0.55,17.0,0.085,15.33,5,0.0
L010,neural_networks,Neural Networks,0.6,17.0,0.0,16.01,2,0.056
L032,neural_networks,Neural Networks,0.6,21.0,0.0,17.54,5,0.0
L036,ml_fundamentals,ML Fundamentals,0.5,0.0,1.0,13.52,4,1.0
L001,software_engineering,Software Engineering,0.4,5.0,0.358,11.89,2,0.424
L031,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.407,19.9,2,0.519
L027,computer_architecture,Computer Architecture,0.5,19.0,0.224,15.2,3,0.102
L020,oop_concepts,OOP Concepts,0.35,8.0,0.45,8.35,4,0.291
L024,neural_networks,Neural Networks,0.6,7.0,0.183,10.99,5,0.229
L011,computer_networks,Computer Networks,0.55,8.0,0.176,16.98,5,0.17
L016,operating_systems,Operating Systems,0.6,4.0,0.211,17.41,3,0.348
L011,data_structures,Data Structures,0.4,20.0,0.135,17.97,5,0.054
L027,discrete_mathematics,Discrete Mathematics,0.55,8.0,0.236,18.92,2,0.032
L018,oop_concepts,OOP Concepts,0.35,4.0,0.671,16.07,3,0.557
L039,computer_networks,Computer Networks,0.55,20.0,0.0,13.33,3,0.0
L009,operating_systems,Operating Systems,0.6,16.0,0.04,14.02,1,0.0
L012,software_engineering,Software Engineering,0.4,2.0,0.618,9.57,2,0.657
L022,discrete_mathematics,Discrete Mathematics,0.55,12.0,0.13,14.24,2,0.022
L005,ml_fundamentals,ML Fundamentals,0.5,17.0,0.093,11.96,1,0.039
L038,software_engineering,Software Engineering,0.4,2.0,0.73,15.1,4,0.766
L039,oop_concepts,OOP Concepts,0.35,10.0,0.173,17.83,3,0.177
L002,probability_and_statistics,Probability & Statistics,0.65,21.0,0.037,12.61,2,0.0
L017,oop_concepts,OOP Concepts,0.35,0.0,0.955,15.74,3,0.998
L024,discrete_mathematics,Discrete Mathematics,0.55,15.0,0.033,12.04,4,0.102
L040,neural_networks,Neural Networks,0.6,1.0,0.687,15.19,4,0.675
L010,neural_networks,Neural Networks,0.6,17.0,0.124,17.08,5,0.067
L030,ml_fundamentals,ML Fundamentals,0.5,0.0,1.0,15.99,4,0.991
L016,neural_networks,Neural Networks,0.6,20.0,0.021,16.4,4,0.096
L004,neural_networks,Neural Networks,0.6,11.0,0.236,20.04,3,0.123
L006,computer_networks,Computer Networks,0.55,18.0,0.119,13.8,3,0.075
L002,oop_concepts,OOP Concepts,0.35,19.0,0.238,12.07,5,0.061
L015,probability_and_statistics,Probability & Statistics,0.65,5.0,0.229,19.93,3,0.34
L014,algorithm_design,Algorithm Design,0.5,0.0,1.0,11.44,4,0.969
L018,algorithm_design,Algorithm Design,0.5,17.0,0.0,7.14,4,0.061
L016,neural_networks,Neural Networks,0.6,14.0,0.195,22.16,2,0.0
L033,computer_networks,Computer Networks,0.55,14.0,0.0,22.51,3,0.001
L014,algorithm_design,Algorithm Design,0.5,6.0,0.387,13.23,4,0.357
L010,neural_networks,Neural Networks,0.6,5.0,0.285,23.97,3,0.463
L038,software_engineering,Software Engineering,0.4,19.0,0.046,14.27,2,0.0
L008,algorithm_design,Algorithm Design,0.5,11.0,0.0,11.73,4,0.046
L006,algorithm_design,Algorithm Design,0.5,5.0,0.416,6.16,2,0.379
L025,software_engineering,Software Engineering,0.4,2.0,0.688,15.09,3,0.778
L031,probability_and_statistics,Probability & Statistics,0.65,8.0,0.146,13.95,5,0.157
L016,computer_architecture,Computer Architecture,0.5,21.0,0.144,12.74,2,0.128
L023,neural_networks,Neural Networks,0.6,3.0,0.17,18.83,1,0.263
L029,algorithm_design,Algorithm Design,0.5,14.0,0.251,9.35,2,0.0
L038,computer_architecture,Computer Architecture,0.5,13.0,0.066,14.84,4,0.062
L006,computer_architecture,Computer Architecture,0.5,13.0,0.08,19.41,2,0.047
L027,data_structures,Data Structures,0.4,17.0,0.095,9.0,1,0.0
L018,neural_networks,Neural Networks,0.6,12.0,0.118,11.46,4,0.057
L019,algorithm_design,Algorithm Design,0.5,10.0,0.059,8.46,4,0.166
L006,ml_fundamentals,ML Fundamentals,0.5,10.0,0.193,17.3,1,0.155
L013,ml_fundamentals,ML Fundamentals,0.5,18.0,0.015,15.17,5,0.018
L039,operating_systems,Operating Systems,0.6,2.0,0.358,12.39,3,0.428
L016,algorithm_design,Algorithm Design,0.5,10.0,0.198,12.71,5,0.028
L019,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.282,13.24,4,0.192
L012,oop_concepts,OOP Concepts,0.35,0.0,0.956,14.73,3,0.959
L018,algorithm_design,Algorithm Design,0.5,21.0,0.015,7.26,5,0.0
L026,operating_systems,Operating Systems,0.6,15.0,0.015,16.26,2,0.0
L025,neural_networks,Neural Networks,0.6,11.0,0.034,15.63,1,0.025
L018,dbms_normalization,DBMS Normalization,0.7,7.0,0.053,16.78,1,0.113
L016,oop_concepts,OOP Concepts,0.35,16.0,0.012,12.08,1,0.012
L019,operating_systems,Operating Systems,0.6,5.0,0.271,9.2,4,0.277
L040,software_engineering,Software Engineering,0.4,0.0,0.979,13.64,2,1.0
L031,neural_networks,Neural Networks,0.6,2.0,0.798,14.9,5,0.652
L033,computer_networks,Computer Networks,0.55,12.0,0.169,15.73,3,0.133
L040,computer_networks,Computer Networks,0.55,12.0,0.013,15.03,5,0.172
L009,computer_networks,Computer Networks,0.55,5.0,0.618,15.82,4,0.365
L007,oop_concepts,OOP Concepts,0.35,3.0,0.587,17.64,3,0.662
L016,computer_architecture,Computer Architecture,0.5,16.0,0.125,8.73,4,0.0
L011,computer_architecture,Computer Architecture,0.5,21.0,0.185,8.93,4,0.0
L014,probability_and_statistics,Probability & Statistics,0.65,21.0,0.058,20.14,3,0.025
L034,neural_networks,Neural Networks,0.6,19.0,0.0,18.6,5,0.106
L021,oop_concepts,OOP Concepts,0.35,5.0,0.393,8.91,2,0.414
L013,operating_systems,Operating Systems,0.6,1.0,0.63,12.47,3,0.682
L026,computer_networks,Computer Networks,0.55,12.0,0.0,9.57,2,0.016
L011,computer_architecture,Computer Architecture,0.5,17.0,0.0,12.74,5,0.005
L023,algorithm_design,Algorithm Design,0.5,12.0,0.181,20.0,1,0.11
L005,computer_networks,Computer Networks,0.55,5.0,0.416,21.82,1,0.397
L037,data_structures,Data Structures,0.4,15.0,0.142,21.75,5,0.086
L003,dbms_normalization,DBMS Normalization,0.7,14.0,0.014,12.05,1,0.057
L010,oop_concepts,OOP Concepts,0.35,6.0,0.585,12.55,2,0.418
L001,ml_fundamentals,ML Fundamentals,0.5,7.0,0.16,15.52,1,0.22
L018,probability_and_statistics,Probability & Statistics,0.65,11.0,0.068,11.23,3,0.009
L027,oop_concepts,OOP Concepts,0.35,14.0,0.101,16.87,1,0.214
L034,computer_architecture,Computer Architecture,0.5,1.0,0.667,11.98,2,0.856
L011,ml_fundamentals,ML Fundamentals,0.5,16.0,0.071,14.28,5,0.129
L016,dbms_normalization,DBMS Normalization,0.7,14.0,0.0,15.03,3,0.0
